fips,aver
12031,3.799019918
12033,3.782451923
12039,2.9875
12055,3.821818182
12057,3.445206935
12061,3.569565217
12063,4.0341463410000005
12069,3.817913001
12071,3.8245183889999996
12073,3.741089728
12079,4.065517241
12081,3.7675381260000003
12083,3.852471483
12085,3.5333333330000003
12086,3.9896263614000005
12087,4.15
12091,3.8780448720000003
12095,3.8897005209999995
12097,3.826751592
12099,3.8660070102499997
12101,3.8001552795
12103,4.048295003333334
12105,3.8290579056666663
12107,3.86
12111,3.794363257
12115,3.8038852175
12117,3.9234241385
12127,3.933145936666667
13009,3.76350365
13017,4.5
13031,3.711519845
13045,3.724369748
13051,3.796230954
13059,3.815306573
13063,3.623529412
13067,3.727935944
13069,3.7732142860000004
13071,4.333333333
13077,3.7125
13087,4.351282051
13089,3.7890773193333334
13095,3.779881657
13097,3.884615385
13107,3.677272727
13113,5.0
13115,3.800318471
13117,3.8304347830000003
13121,3.7410006989999998
13127,3.7029126210000003
13135,4.254031413666667
13139,3.837997217
13143,4.112903226
13151,4.48
13153,3.933333333
13171,3.9675213680000003
13175,3.0
13179,3.0
13185,3.833196721
13187,3.728229665
13209,3.714705882
13215,3.747611465
13217,3.8279411765
13225,3.5142857139999997
13245,3.826732673
13255,3.951428571
13261,3.6553571430000003
13275,3.608333333
13277,3.880882353
13279,2.655555556
13285,3.9666666669999997
13291,3.857142857
13299,3.755555556
13303,5.0
13311,4.087804878
13313,3.88195122
15003,3.814223983
16001,4.3610256409999995
16005,3.705656109
16019,3.52
16027,3.8418034829999996
16057,3.743037975
16065,3.9039795919999998
16069,3.890277778
16083,4.041071429
17001,3.825301205
17005,3.888461538
17019,4.2862840465000005
17029,3.721461765
17031,3.776255735818182
17033,4.311111111000001
17037,3.7004372269999997
17043,3.9221268170909087
17057,3.860526316
17073,3.576923077
17077,3.721131448
17089,3.760720388333333
17091,3.692380952
17095,3.943925234
17097,3.843999781166667
17103,3.725531915
17107,4.043859649
17109,3.68045292
17111,3.82751938
17113,3.6702042675
17115,3.892814371
17117,3.6076923080000003
17119,3.848494404
17121,4.203125
17137,3.721698113
17143,3.72997076
17159,4.3875
17161,3.8145363014999996
17163,3.7671846584999997
17165,3.8485714289999997
17167,3.771590909
17177,3.523076923
17179,3.754774775
17183,3.741463415
17187,4.157377049
17191,5.0
17197,3.8281807385
17199,3.9014925369999998
17201,3.772619048
17203,3.485897436
18003,4.035329341000001
18005,3.5958333330000003
18019,3.8703703705
18029,5.0
18035,3.669554455
18037,3.855555556
18039,4.026666667
18043,3.6970873789999996
18053,3.7064400955
18057,5.0
18067,3.821568627
18069,4.008108108
18073,3.85
18077,3.906825658
18081,3.6088888889999997
18083,3.720422535
18085,4.190909091
18089,4.0180822205
18091,4.288740458
18095,3.837931034
18097,3.686235955
18105,3.746485765
18107,3.775
18127,3.6277286139999996
18133,3.8608365019999997
18141,3.79823133
18151,3.4396551719999997
18157,3.6959468735
18163,3.6840040239999996
18167,3.6190177639999996
18169,3.809375
18173,3.74
18177,3.972916667
19007,4.35
19013,3.70408046
19015,3.6424242419999997
19017,3.585
19021,3.523188406
19033,3.83
19045,3.372222222
19061,3.740375587
19063,4.1222222219999995
19099,3.766666667
19101,4.3307692310000006
19103,3.685521886
19111,4.375
19113,3.8443727809999997
19123,3.927272727
19125,3.577777778
19127,3.88
19139,3.9071428569999997
19153,3.580431996
19155,3.769642857
19157,3.819354839
19163,3.8658676815
19167,3.7591543515000003
19169,3.59603123
19175,3.8125
19179,3.8357142860000004
19181,3.7147727269999997
19187,3.8428571430000003
19189,4.1111111110000005
19191,3.889473684
19193,3.7157407410000003
20001,3.8258426969999997
20005,3.894230769
20009,3.788888889
20011,3.7166666669999997
20015,3.754605263
20029,3.8
20035,3.7578772805
20037,3.6317919080000003
20043,3.611764706
20045,3.6922884010000003
20051,3.4815450639999996
20055,3.983333333
20057,3.895454545
20059,3.519444444
20091,3.5985961559999997
20099,3.76
20103,3.983333333
20111,3.658706468
20113,4.444444444
20115,3.071428571
20125,4.012719298
20133,3.66875
20151,4.157142857
20155,3.88
20159,4.0772727269999995
20161,3.6406356410000003
20169,3.703174603
20173,3.743093923
20175,3.85
20177,3.796013289
20193,4.354545455
20209,3.94028777
21001,3.7314285710000004
21013,4.32
21015,4.366666667
21019,3.7046875
21021,3.7515625
21035,3.69044586
21037,3.6133027525
21043,3.3827586210000002
21047,3.9671875
21059,3.878832117
21067,3.744137225
21071,3.915
21073,3.027777778
21083,3.0333333330000003
21093,3.711926606
21095,4.4
21101,3.951851852
21107,4.036363636
21111,3.7542011019999997
21113,4.034586466
21117,4.1785714285
21121,3.78
21145,3.683838384
21151,3.7967503135
21161,3.5681818180000002
21193,3.7375
21195,4.18
21199,3.8262135919999998
21205,3.7845714289999997
21209,3.93655914
21217,3.643243243
21227,3.742219215
21235,3.331
21239,3.988
22005,4.5
22015,3.9773109239999997
22017,3.816060606
22019,3.79017341
22033,3.700843289
22045,3.0
22055,3.8083848189999996
22057,3.7875634519999997
22061,3.7131179185
22069,3.8131284919999997
22071,3.802925244
22073,3.838305085
22079,3.817091723
22097,3.775949367
22103,5.0
22105,3.814400922
22119,3.95
23001,3.851995305
23003,3.888679245
23005,3.8227682430000005
23011,3.8661146905
23019,3.6861635219999997
23029,4.833333333
23031,3.7961722489999996
24001,3.8701195485
24003,4.091532058333333
24013,3.763968668
24015,4.131313131000001
24017,3.724264706
24021,3.7198289890000003
24025,3.799406528
24027,3.791038697
24029,3.89929078
24031,3.7288004486666666
24033,3.69920622425
24039,3.655238095
24043,3.960992908
24045,3.728030303
24510,3.713603058
25003,3.8629301959999998
25005,3.83615257
25009,3.9285466408000005
25013,3.7217839442500003
25015,3.916589862
25017,4.016079083
25021,3.856666667
25023,3.7690508605
25025,3.693975477
25027,3.725001236
26007,4.1447368419999995
26017,4.666666667
26021,3.986165125666666
26025,3.9888354030000004
26027,4.003658537
26035,3.86835443
26041,3.832467532
26047,3.8988888889999997
26049,3.6621309369999997
26053,3.9444444439999997
26055,3.7737704919999997
26057,3.655319149
26059,3.859230769
26061,3.4632653060000003
26065,3.6670306845000002
26073,3.665458422
26075,3.795475113
26077,3.722850925
26081,3.660164835
26087,4.8
26091,3.88974359
26093,3.788461538
26099,3.46
26103,3.720616883
26107,3.535983827
26111,3.84244186
26115,3.719125683
26121,3.7780927839999996
26125,3.884407028444445
26139,3.783249712
26145,3.707692308
26147,3.827173913
26149,3.75
26155,4.003614458
26159,3.9875
26161,3.742993844
26163,3.7253533780000003
26165,3.7941176469999998
27003,3.8483116115
27005,3.15
27007,3.5742489269999997
27013,3.9575
27015,3.724324324
27017,3.41
27027,3.676363636
27035,3.9236363639999996
27037,3.8808559335
27041,3.664705882
27049,4.266666667
27053,3.904328633125
27059,3.3357142860000004
27061,3.897674419
27067,3.82
27071,4.1
27083,3.675151515
27085,3.883333333
27099,3.502941176
27103,3.958333333
27105,3.925
27109,3.7197674419999998
27111,3.576666667
27113,3.5857142860000004
27119,3.5967105265
27123,3.973355263
27131,3.8652777780000003
27137,3.7990483165
27147,4.6
27149,3.755555556
27169,3.6449579830000003
28011,3.7448979589999998
28027,3.575
28033,3.785185185
28035,3.8603415560000003
28047,3.725181422
28049,3.7110206275
28057,4.148780488
28059,3.712698413
28067,3.937333333
28071,3.647922438
28075,4.116666667
28081,1.0
28087,4.042105263
28101,3.6823529410000004
28105,3.709854015
28113,3.9090909089999997
28117,4.0122448980000005
28121,4.2833333335
28133,4.0
28137,4.117647058999999
29001,3.753177258
29007,4.5
29019,3.7167128989999996
29023,4.153333333
29027,3.926086957
29031,3.748
29047,3.583333333
29051,3.903278689
29065,4.15
29071,3.8975
29077,3.73322926
29079,3.832
29091,3.3740740739999997
29095,3.722967786
29097,3.842608696
29099,4.0726190475
29101,3.622644377
29105,3.452173913
29111,4.033333333
29127,3.355555556
29145,3.927083333
29147,3.600273224
29159,3.85
29161,3.698765432
29165,3.7475
29167,3.68028169
29169,1.0
29175,3.368181818
29183,3.7563432839999997
29187,3.8410256410000003
29189,3.7631052420000004
29195,4.023333333
29217,3.911764706
30001,3.7833333330000003
30013,3.981818182
30017,3.55
30021,3.964705882
30029,3.921875
30031,3.7328125
30041,3.93125
30049,3.778125
30063,3.752173913
30093,3.5707692310000003
30111,3.584210526
31001,3.858139535
31019,3.556428571
31045,3.6211538460000003
31053,3.633333333
31055,3.739459865
31067,2.0
31079,4.48
31109,3.6056872039999996
31111,3.6363636360000005
31119,3.907692308
31127,3.686666667
31141,3.41875
31151,3.747826087
31153,4.2082474225
31157,4.177777778
31159,3.1390873015
31179,3.3816666669999997
31185,4.033333333
32001,3.7
32003,3.7536903974999998
32007,3.90754717
32031,3.714213198
32510,3.657936508
33001,3.666666667
33005,3.6838046269999998
33007,3.930769231
33009,3.5
33011,3.7170672585
33013,2.961904762
33015,3.859090909
33017,3.6313131309999997
33019,4.875
34003,4.03006284275
34007,3.656761905
34011,3.9754838710000002
34013,3.781039824
34015,3.670864382
34017,3.6759886315
34021,3.7939590866666673
34023,4.255431366333333
34025,4.3110576925
34027,4.179683438
34031,4.194831081
34035,3.825
34037,3.8270114939999997
34039,3.9523735810000002
34041,3.7932551319999996
35001,3.7876629019999997
35005,3.715625
35006,5.0
35009,4.1052631580000005
35013,3.7783281730000002
35015,3.4
35017,4.025581395
35025,4.195238095
35031,3.6
35035,3.851428571
35041,3.732258065
35043,4.633333333
35045,4.034042553
35047,3.907317073
35049,3.947297297
35053,3.739344262
35055,5.0
35061,3.956666667
36001,3.630227058
36003,4.003
36005,3.793833049
36007,4.2810665915
36009,4.266666667
36011,3.8235922330000003
36013,3.992984052
36015,3.7774774769999997
36019,3.6642857139999996
36021,4.038297872
36023,3.686443381
36025,3.729268293
36027,3.710638298
36029,3.80300235575
36033,3.9
36035,3.903773585
36037,3.8524096389999998
36043,4.063716814
36045,3.986792453
36047,3.7569290939999997
36051,3.2696617335
36053,3.7398965365
36055,3.6608210994999997
36059,3.6916400455000002
36061,3.740682571
36065,3.6738363083333336
36067,3.9080894309999996
36069,3.8190909090000003
36071,3.9039234770000006
36075,3.6508241760000004
36077,3.7046604530000002
36081,3.7231884060000002
36083,3.661866667
36085,3.739163987
36087,3.9626243383333333
36089,3.6615664595
36091,3.704860088
36093,3.850847458
36095,3.761038961
36101,3.998295455
36103,3.9587543106666665
36109,3.8300520835
36111,3.7472661
36119,3.8225043166250003
37001,3.795591162
37013,3.9933333330000003
37017,4.316666667
37021,3.757197697
37023,3.8
37025,3.9588235289999996
37027,3.8757575760000003
37031,4.536363636
37035,3.719029851
37039,3.4692307689999997
37045,3.386666667
37047,3.667567568
37049,3.927631579
37051,3.79616307
37055,3.875
37057,3.935185185
37063,3.797301038
37065,4.1125
37067,3.875618375
37071,3.9392999174999996
37081,3.7661669769999997
37087,4.303125
37089,3.635416667
37091,3.920454545
37097,3.9243589739999996
37101,4.332142857
37105,3.545454545
37107,4.00754717
37111,4.0230769230000005
37117,3.74
37119,3.8703098515
37123,4.41
37125,4.218055556
37127,4.175510204
37129,3.82875
37133,3.995054945
37135,3.8435827039999997
37139,4.008333333
37145,4.013636364
37147,3.804650113
37151,4.059459459
37153,4.214285714
37155,3.883805266
37159,3.994094488
37163,4.313333333
37165,4.173913043
37167,3.8113636360000003
37175,3.861904762
37181,3.872972973
37183,4.07191490625
37189,3.750127065
37191,3.880083732
37195,3.897674419
38003,4.092857143
38015,4.051428571000001
38017,3.60510397
38035,3.5228643219999998
38089,3.529032258
38093,3.854545455
38101,3.685576923
38105,4.1
39003,3.769264706
39005,3.6436
39007,3.972222222
39009,3.839007436
39017,3.7781670666666667
39021,3.736363636
39023,3.7845132739999996
39025,3.721472393
39027,3.90625
39029,4.048888889
39035,3.6753813352222218
39039,4.0642857139999995
39041,3.8132947980000003
39043,4.4416666665
39045,3.717105263
39049,3.8076813075000002
39053,3.7590909089999998
39055,3.353333333
39061,4.296553352
39063,3.781273408
39065,3.785079365
39071,3.778181818
39079,2.5
39081,3.8015463919999997
39085,4.274492139
39087,4.0366666669999995
39089,3.7691090695
39093,4.030429804
39095,3.6925436410000003
39099,3.736816525
39101,4.0685714289999995
39107,3.642105263
39109,3.595774648
39113,4.10150596075
39119,3.998484848
39129,3.7119999999999997
39133,3.9675582785
39139,3.772580645
39141,3.933333333
39143,3.557692308
39145,3.801809955
39147,3.579166667
39151,3.796474175666667
39153,3.7443541839999996
39155,4.3798387094999995
39157,3.73
39167,3.740384615
39169,3.8335335725
39173,3.65891287
40013,3.824369748
40017,4.127083333
40021,3.756078431
40027,3.8990849195
40031,3.841880342
40039,3.75177665
40047,4.025925926
40051,4.119354839
40065,3.5916666669999997
40079,4.071428571
40101,3.65
40109,3.7948972492500004
40111,3.826829268
40115,4.08
40119,3.6597039469999997
40123,3.777319588
40125,3.812844037
40131,3.744512195
40133,4.0981818180000005
40143,3.687613367
40147,4.033333333
40151,3.624324324
40153,4.8
41001,5.0
41003,3.589876761
41005,3.8145094935
41007,4.0
41011,3.88245614
41017,3.9512396689999996
41019,3.789473684
41029,3.804421262
41033,3.881034483
41035,3.691772152
41039,3.917615193
41041,4.166666667
41043,3.73877551
41045,4.265217391
41047,3.7916558019999997
41051,3.7803725545
41053,3.7343848580000003
41057,3.6625
41059,4.140909091
41061,3.6531531530000003
41065,3.528571429
41067,4.167251462
41071,3.886182336
42001,3.697878788
42003,3.861454247
42007,3.8704172875
42011,3.8809812230000005
42013,3.815466102
42017,4.244230769
42019,3.7730780305000002
42021,3.928074187
42027,4.445454545
42029,3.746482141
42031,3.600611621
42033,4.0
42035,3.741311475
42037,3.528284672
42039,3.7428749999999997
42041,3.684640852333333
42043,3.5654414805
42045,3.7763053976666665
42049,3.6400653309999997
42051,4.05
42055,3.761403509
42059,3.9892857139999998
42061,3.853684211
42063,4.0090500485
42069,3.6658089499999997
42071,3.694257598
42073,3.866666667
42077,3.834866828
42079,3.8242917986666662
42081,3.719312602
42083,3.803947368
42085,3.806638007
42089,3.713405797
42091,4.065465793333334
42095,3.772848657
42097,4.1
42101,3.698704043
42107,3.5
42109,3.677319588
42111,4.08
42117,3.652688172
42119,3.8150273219999997
42125,3.6791181105
42129,3.8094895683333334
42133,3.710526316
44003,3.87460733
44005,3.7017241380000003
44007,3.751542952
44009,3.6580775439999997
45003,3.757798165
45005,3.915384615
45007,3.717533595
45013,3.686046512
45015,4.65
45019,3.755480444
45021,3.96097561
45025,4.02
45031,3.888888889
45041,3.824708625
45043,4.046428571
45045,3.86653883
45047,3.716
45051,3.649409069
45057,4.008163265
45059,3.71954023
45071,3.7256410260000004
45075,3.98173913
45077,3.8324135545
45079,3.7787188169999997
45083,3.767945545
45085,3.8636363639999995
45087,3.964285714
45089,3.475
45091,3.754009077
46011,3.667987805
46013,3.501449275
46027,3.75990566
46029,4.5
46035,3.773333333
46079,3.3621621619999997
46081,3.8136363639999997
46099,3.7679347830000003
46102,4.2
46103,3.636046512
46121,4.75
46135,4.277777778
47001,3.891044776
47009,3.7027272730000003
47011,3.9711711710000004
47017,4.017142857
47023,3.844117647
47031,3.946153846
47035,3.941666667
47037,4.115534047000001
47045,3.939726027
47055,3.72
47059,3.7155555560000004
47063,3.855263158
47065,3.7695288
47089,3.995145631
47093,3.751837441
47097,1.333333333
47103,5.0
47107,4.154545455
47113,3.896341463
47117,4.5
47119,3.709714286
47123,4.06
47125,3.861294964
47141,3.707971014
47143,3.9037037039999998
47145,4.01875
47149,3.7883553500000002
47151,2.5
47157,3.809323017
47163,3.958695652
47165,3.8179487180000002
47177,3.528571429
47179,3.745106862
47183,3.777935223
47187,3.96
47189,3.787272727
48001,3.78
48005,3.890659341
48015,4.4
48025,3.954545455
48027,3.8895621950000003
48029,3.8033688365
48037,4.002298851
48039,4.322216510666666
48041,3.6455568279999997
48043,3.7360465119999997
48049,3.854166667
48061,3.864417823
48073,4.9
48085,3.871236032
48097,3.689189189
48113,3.99283202725
48121,3.8932100713333333
48135,3.819402985
48139,4.4322429905
48141,3.852
48143,3.625301205
48157,3.8596737235000003
48167,3.9107520840000003
48181,3.9124971925
48183,3.81322139
48187,3.7967741939999997
48189,4.079166667
48201,3.810436028333333
48203,3.8433962260000003
48209,3.375122807
48213,3.854716981
48215,3.732751938
48217,3.946153846
48219,3.8631147539999997
48227,3.854545455
48231,3.7062365589999997
48233,3.083333333
48245,3.9634502925
48251,3.787825059333333
48257,4.0680000000000005
48265,3.719117647
48273,3.879411765
48277,4.233333333
48293,4.0
48303,3.703386454
48309,3.794633078
48323,3.94
48329,3.7377777780000003
48347,3.845024876
48349,3.983333333
48353,4.271428571
48355,3.781161972
48361,3.8965517239999996
48365,4.1358974360000005
48367,3.842727273
48375,3.755737705
48381,3.655072464
48415,3.606666667
48423,3.824700599
48439,3.303410780333333
48441,3.870588235
48449,4.184782609
48451,3.820486111
48453,3.8003243589999998
48463,3.9266666669999997
48465,4.6857142860000005
48469,3.7486607139999997
48471,3.7559340660000005
48473,3.6872611460000004
48477,3.6513761469999997
48479,4.003690037
48481,3.835384615
48485,3.7251824819999997
48487,3.633333333
48491,3.807062937
49005,3.68961039
49007,3.9142857139999996
49011,4.6285714285
49021,3.8061538460000004
49035,4.56709679175
49039,3.97
49041,1.0
49045,5.0
49047,3.0
49049,4.256112457333333
49057,3.84222488
50007,3.7597402595
50021,3.7538461539999997
50023,4.2675675680000005
51013,3.775555556
51025,3.3
51041,3.8
51047,3.75
51061,4.089473684
51069,3.8861111110000004
51085,3.8048780489999996
51107,3.9282608695
51121,3.7128463480000002
51147,3.608285714
51155,3.7518987339999996
51159,3.85
51165,3.7014084510000003
51173,5.0
51185,3.650357143
51187,4.085714286
51191,3.802
51195,4.075
51197,4.04
51510,3.786
51530,3.802857143
51540,3.81373365
51550,3.854347826
51590,3.989247312
51600,3.746736842
51610,3.9487179489999997
51620,3.683333333
51630,3.764417178
51650,3.7523613960000004
51660,3.7904788419999997
51678,3.85
51680,3.779162875
51683,3.7973684210000003
51690,3.842105263
51700,3.672851562
51710,3.7467174119999997
51730,3.8012987010000003
51740,3.898550725
51750,3.738685209
51760,3.774734231
51770,3.891642651
51775,3.84213198
51790,3.7357142860000003
51800,5.0
51810,3.875429185
51830,3.760914286
51840,3.7362068969999997
53005,3.725454545
53007,3.9760000000000004
53009,3.8044444439999996
53011,3.7174863389999997
53015,3.74789916
53021,3.8610169489999997
53025,4.0
53027,4.138636364
53033,3.6484959219999995
53035,3.791959799
53037,3.694425087
53041,4.049122807
53053,3.7347430645
53057,3.865957447
53061,3.751329611
53063,3.6972626985
53067,3.8249504229999998
53071,3.7243589745
53073,3.70488
53075,3.6602682310000003
53077,3.6792016805
54003,3.747058824
54009,3.8539999999999996
54011,3.839489954
54025,3.65
54029,5.0
54033,4.421428571
54037,3.7074696125
54039,3.210148867333333
54045,3.9757575760000003
54049,3.7147727269999997
54055,3.8635588585000002
54057,3.8857142860000002
54061,3.7957894739999998
54069,3.83
54081,4.0700980394999995
54083,3.8
54097,3.566666667
54107,4.0565033785
55003,4.018181818
55005,3.7366666669999997
55009,3.7855018124999997
55025,3.7412022289999998
55031,3.7008196719999997
55035,3.5895020189999998
55039,3.831470588
55043,3.558913043
55055,3.752941176
55059,3.796992481
55063,3.686715328
55071,4.046875
55073,3.910869565
55075,4.2480392160000005
55079,4.3582817335
55085,4.111764706000001
55087,3.917821782
55089,3.748598131
55093,3.661514196
55097,3.736259542
55101,3.0575
55105,3.7274315005
55109,4.014285714
55111,3.759375
55113,4.8
55117,3.8819444439999997
55127,3.8917701865000005
55131,3.679310345
55133,4.148270409499999
55139,3.6617550505
55141,4.0406565655
56001,3.6997222219999997
56005,3.8
56013,4.1222222219999995
56015,4.583333333
56021,3.7745098039999996
56025,3.6288888889999997
56029,3.75
56033,4.055555556
56037,4.316666667
